Place;FirstName;LastName;Car Class;Car Number;Car;Car Model;Laps;Best S1;Best S2;Best S3;Best lap;Best lap (ms);Ideal Best lap;Total Race Time;Lap Date;SteamId;Track;Place,FirstName,LastName,Class,Car Number,Car,Car Model,Laps,Best S1,Best S2,Best S3,Best lap,Best lap (ms),Ideal Best lap,Total Race Time,Lap Date,SteamId
0.0;Graham;Kennedy;Pro;11.0;McLaren 720S GT3 Evo;35.0;42.0;35.122;38.142;35.345;01:48.777;108777.0;01:48.609;76:08.634;2025-07-20;M2533274817811996;Monza;
0.0;Sean;Briggs;Pro;88.0;Mercedes AMG GT3 2020;25.0;42.0;35.195;37.905;35.202;01:48.530;108530.0;01:48.302;75:58.260;2025-07-20;M2535426324983035;Monza;
0.0;Dylan;Illidge;Am/reserve;550.0;BMW M4 GT3 2022;26.0;42.0;35.015;38.172;35.545;01:48.990;108990.0;01:48.732;76:17.580;2025-07-20;M2535428245246604;Monza;
0.0;Adam;Lovell;Am/reserve;260.0;Ford Mustang GT3;36.0;42.0;34.935;38.19;35.523;01:49.053;109053.0;01:48.648;76:20.226;2025-07-20;M2535468859834853;Monza;
0.0;Mark;Stapely;Silver;142.0;McLaren 720S GT3 Evo;35.0;42.0;35.212;38.025;35.36;01:48.837;108837.0;01:48.597;76:11.154;2025-07-20;M2533274804293173;Monza;
0.0;Roy;Briggs;Pro;52.0;Ferrari 296 GT3;32.0;41.0;35.118;38.298;35.628;01:49.179;109179.0;01:49.044;74:36.339;2025-07-20;M2533274963284096;Monza;
0.0;Mark;Browning;Pro;7.0;Ferrari 296 GT3;32.0;41.0;35.055;38.175;35.747;01:49.375;109375.0;01:48.977;74:44.375;2025-07-20;M2533274796566438;Monza;
0.0;Richard;Huxley;Am/reserve;89.0;Ferrari 296 GT3;32.0;41.0;35.202;38.394;35.67;01:49.746;109746.0;01:49.266;74:59.586;2025-07-20;M2535454029768367;Monza;
0.0;James;Roche;Am/reserve;87.0;Aston Martin Vantage V8 2019;20.0;41.0;35.166;38.778;36.345;01:50.766;110766.0;01:50.289;75:41.406;2025-07-20;M2535428335198107;Monza;
0.0;John;Guise;Pro;10.0;Mercedes AMG GT3 2020;25.0;40.0;35.22;38.199;35.334;01:49.191;109191.0;01:48.753;72:47.640;2025-07-20;M2533274803882798;Monza;
0.0;Rob;Sexton;Pro;13.0;BMW M4 GT3 2022;26.0;40.0;35.327;38.527;36.065;01:50.340;110340.0;01:49.919;73:33.600;2025-07-20;M2533274809212122;Monza;
0.0;Dustin;Hatcher;Am/reserve;777.0;Ferrari 296 GT3;32.0;40.0;35.067;38.13;35.499;01:49.224;109224.0;01:48.696;72:48.960;2025-07-20;M2533274853814129;Monza;
0.0;Gareth;Johnstone;Am/reserve;420.0;Honda NSX Evo 2019;21.0;29.0;35.142;39.234;36.384;01:51.192;111192.0;01:50.760;53:44.568;2025-07-20;M2535421862963748;Monza;
0.0;Rey;Sabio Jr;Silver;144.0;Ferrari 296 GT3;32.0;14.0;35.397;38.703;35.907;01:50.556;110556.0;01:50.007;25:47.784;2025-07-20;M2535464171877570;Monza;
0.0;;AMS_Ysbrand;Unknown;26.0;McLaren 720S GT3 Evo;35.0;7.0;35.04;37.765;34.957;01:48.127;108127.0;01:47.762;12:36.889;2025-07-20;P8128973203454498506;Monza;
0.0;Craig;Barfield;Am/reserve;202.0;BMW M4 GT3 2022;26.0;5.0;35.64;38.822;35.997;01:51.327;111327.0;01:50.459;09:16.635;2025-07-20;P6555717445734582767;Monza;
0.0;Linden;Hill;Silver;16.0;Bentley Continental GT3 2018;8.0;5.0;34.967;38.212;35.457;01:48.842;108842.0;01:48.636;09:04.210;2025-07-20;M2533274805889819;Monza;
0.0;Manuel;Verzi;Unknown;6.0;BMW M6 GT3;7.0;5.0;34.755;38.61;35.892;01:49.485;109485.0;01:49.257;09:07.425;2025-07-20;M2535415068381608;Monza;
0.0;Lee;Hallam;Am/reserve;240.0;Ferrari 296 GT3;32.0;2.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;71582:47.294;2025-07-20;M2535429463915836;Monza;
0.0;;AMS_Erik;Unknown;109.0;McLaren 720S GT3 Evo;35.0;1.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;35791:23.647;2025-07-20;P5893162401816038298;Monza;
0.0;Zoltán;Keszeli;Unknown;25.0;McLaren 720S GT3 Evo;35.0;31.0;54.86;42.85;16.857;01:54.597;114597.0;01:54.567;59:12.507;2025-06-29;M2535441603635242;Nurburgring;
0.0;Zack;Gross;Am/reserve;27.0;Porsche 992 GT3 R;34.0;31.0;54.831;42.951;16.998;01:55.014;115014.0;01:54.780;59:25.434;2025-06-29;M2535430534227760;Nurburgring;
0.0;Nick;Efdee;Pro;23.0;Ferrari 296 GT3;32.0;31.0;54.924;42.999;16.812;01:54.882;114882.0;01:54.735;59:21.342;2025-06-29;M2533274876472342;Nurburgring;
0.0;Andrew;Mcvittie;Pro;116.0;Aston Martin Vantage V8 2019;20.0;31.0;55.017;42.89;16.75;01:54.950;114950.0;01:54.657;59:23.450;2025-06-29;M2533274896948119;Nurburgring;
0.0;Linden;Hill;Silver;16.0;Bentley Continental GT3 2018;8.0;31.0;55.135;42.99;16.977;01:55.185;115185.0;01:55.102;59:30.735;2025-06-29;M2533274805889819;Nurburgring;
0.0;Benjamin;Matthew;Unknown;42.0;Ferrari 296 GT3;32.0;31.0;55.122;42.891;16.719;01:55.071;115071.0;01:54.732;59:27.201;2025-06-29;M2535456990131789;Nurburgring;
0.0;Ben;Jones;Pro;80.0;BMW M4 GT3 2022;26.0;31.0;55.162;43.102;17.062;01:55.445;115445.0;01:55.326;59:38.795;2025-06-29;M2562092466593675;Nurburgring;
0.0;Brian;Slater;Pro;20.0;Ford Mustang GT3;36.0;31.0;55.38;42.99;16.986;01:55.356;115356.0;01:55.356;59:36.036;2025-06-29;M2533274804593068;Nurburgring;
0.0;Toby;Cirel;Am/reserve;33.0;BMW M4 GT3 2022;26.0;31.0;55.102;42.812;16.892;01:55.070;115070.0;01:54.806;59:27.170;2025-06-29;M2535459005860319;Nurburgring;
0.0;Jesper;Beiboer;Am/reserve;15.0;Ferrari 296 GT3;32.0;31.0;55.299;43.074;16.911;01:55.560;115560.0;01:55.284;59:42.360;2025-06-29;M2535465743812802;Nurburgring;
0.0;Mark;Stapely;Silver;142.0;McLaren 720S GT3 Evo;35.0;31.0;55.282;43.28;16.995;01:56.002;116002.0;01:55.557;59:56.062;2025-06-29;M2533274804293173;Nurburgring;
0.0;Sean;Briggs;Pro;88.0;Mercedes AMG GT3 2020;25.0;31.0;55.55;43.447;17.012;01:56.157;116157.0;01:56.009;60:00.867;2025-06-29;M2535426324983035;Nurburgring;
0.0;Richard;Huxley;Am/reserve;89.0;Ferrari 296 GT3;32.0;31.0;55.581;43.413;17.058;01:56.256;116256.0;01:56.052;60:03.936;2025-06-29;M2535454029768367;Nurburgring;
0.0;;BoA Basso;Silver;40.0;BMW M4 GT3 2022;26.0;31.0;55.472;43.505;17.065;01:56.412;116412.0;01:56.042;60:08.772;2025-06-29;M2533274809536861;Nurburgring;
0.0;John;Guise;Pro;10.0;Mercedes AMG GT3 2020;25.0;31.0;55.635;43.8;17.043;01:56.778;116778.0;01:56.478;60:20.118;2025-06-29;M2533274803882798;Nurburgring;
0.0;Rey;Sabio Jr;Silver;144.0;Ferrari 296 GT3;32.0;31.0;55.773;43.446;17.229;01:56.793;116793.0;01:56.448;60:20.583;2025-06-29;M2535464171877570;Nurburgring;
0.0;Graham;Kennedy;Pro;11.0;McLaren 720S GT3 Evo;35.0;30.0;55.555;43.27;17.015;01:56.080;116080.0;01:55.840;58:02.400;2025-06-29;M2533274817811996;Nurburgring;
0.0;Rob;Sexton;Pro;13.0;BMW M4 GT3 2022;26.0;30.0;56.23;43.765;17.577;01:57.837;117837.0;01:57.572;58:55.110;2025-06-29;M2533274809212122;Nurburgring;
0.0;Dustin;Hatcher;Am/reserve;777.0;Ferrari 296 GT3;32.0;30.0;55.884;43.491;17.355;01:57.426;117426.0;01:56.730;58:42.780;2025-06-29;M2533274853814129;Nurburgring;
0.0;Craig;Barfield;Am/reserve;202.0;BMW M4 GT3 2022;26.0;30.0;56.442;43.685;17.242;01:57.727;117727.0;01:57.369;58:51.810;2025-06-29;P6555717445734582767;Nurburgring;
0.0;Matt;Keen;Silver;92.0;Porsche 992 GT3 R;34.0;17.0;55.475;43.377;16.93;01:55.967;115967.0;01:55.782;32:51.439;2025-06-29;M2533274934545075;Nurburgring;
0.0;Adam;Lovell;Am/reserve;260.0;Ford Mustang GT3;36.0;16.0;56.13;43.686;17.379;01:57.729;117729.0;01:57.195;31:23.664;2025-06-29;M2535468859834853;Nurburgring;
0.0;James;Roche;Am/reserve;87.0;Aston Martin Vantage V8 2019;20.0;14.0;57.123;44.232;17.514;01:59.031;119031.0;01:58.869;27:46.434;2025-06-29;M2535428335198107;Nurburgring;
0.0;Corey;Tidman;Am/reserve;56.0;BMW M4 GT3 2022;26.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-29;M2535422371678774;Nurburgring;
0.0;D;Briggs;Pro;52.0;Ferrari 296 GT3;32.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-06-29;M2533274963284096;Nurburgring;
0.0;;AMS DR1VE;Am/reserve;33.0;Ginetta G55 GT4;56.0;24.0;25.365;48.665;27.707;01:41.882;101882.0;01:41.737;40:45.168;2025-05-21;M2535459005860319;Oulton Park;
0.0;;UGC Luke;Unknown;69.0;Ginetta G55 GT4;56.0;24.0;25.167;48.696;27.759;01:41.859;101859.0;01:41.622;40:44.616;2025-05-21;M2535460166046909;Oulton Park;
0.0;;Imagine Sphax;Pro;23.0;Ginetta G55 GT4;56.0;24.0;25.338;48.987;28.026;01:42.492;102492.0;01:42.351;40:59.808;2025-05-21;M2533274876472342;Oulton Park;
0.0;;Racingrich#2732;Am/reserve;89.0;Ginetta G55 GT4;56.0;24.0;25.458;49.203;27.978;01:43.074;103074.0;01:42.639;41:13.776;2025-05-21;M2535454029768367;Oulton Park;
0.0;;BadBen80;Pro;80.0;Ginetta G55 GT4;56.0;24.0;25.37;48.79;27.81;01:42.362;102362.0;01:41.970;40:56.688;2025-05-21;M2562092466593675;Oulton Park;
0.0;;EQR Apex;Unknown;53.0;Ginetta G55 GT4;56.0;24.0;25.35;48.759;27.936;01:42.045;102045.0;01:42.045;40:49.080;2025-05-21;M2535440311354763;Oulton Park;
0.0;;BoAPrawnStar;Pro;88.0;Ginetta G55 GT4;56.0;24.0;25.475;49.385;28.135;01:43.297;103297.0;01:42.995;41:19.128;2025-05-21;M2535426324983035;Oulton Park;
0.0;;Tos F;Unknown;747.0;Ginetta G55 GT4;56.0;24.0;25.275;49.232;27.93;01:42.640;102640.0;01:42.437;41:03.360;2025-05-21;M2533274825104371;Oulton Park;
0.0;;Thebadden#6350;Am/reserve;260.0;Ginetta G55 GT4;56.0;24.0;25.485;49.572;28.026;01:43.527;103527.0;01:43.083;41:24.648;2025-05-21;M2535468859834853;Oulton Park;
0.0;;KingWise76;Silver;144.0;Ginetta G55 GT4;56.0;23.0;25.683;50.229;28.368;01:44.553;104553.0;01:44.280;40:04.719;2025-05-21;M2535464171877570;Oulton Park;
0.0;;T1GZ81Honda;Am/reserve;24.0;Ginetta G55 GT4;56.0;21.0;25.986;50.793;28.536;01:45.726;105726.0;01:45.315;37:00.246;2025-05-21;M2535421862963748;Oulton Park;
0.0;;CHEWBACCA 3110;Silver;15.0;Ginetta G55 GT4;56.0;15.0;25.302;49.27;28.102;01:42.965;102965.0;01:42.674;25:44.475;2025-05-21;M2533274934545075;Oulton Park;
0.0;;bmatthew717;Unknown;42.0;Ginetta G55 GT4;56.0;10.0;25.482;49.23;28.194;01:43.404;103404.0;01:42.906;17:14.040;2025-05-21;M2535456990131789;Oulton Park;
0.0;;TAAT GUNA;Unknown;201.0;Ginetta G55 GT4;56.0;5.0;25.372;49.167;28.022;01:42.562;102562.0;01:42.561;08:32.810;2025-05-21;M2533274817407265;Oulton Park;
0.0;;TTVRIPIndigo;Am/reserve;17.0;Ginetta G55 GT4;56.0;1.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;35791:23.647;2025-05-21;P8342114600090339060;Oulton Park;
0.0;;HarryPalmerr;Unknown;16.0;Ginetta G55 GT4;56.0;1.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;35791:23.647;2025-05-21;P560856601992808603;Oulton Park;
0.0;;CT08 #4634;Am/reserve;8.0;Ginetta G55 GT4;56.0;0.0;2147483.647;2147483.647;2147483.647;35791:23.647;2147483647.0;107374:10.941;;2025-05-21;M2535422371678774;Oulton Park;
0.0;Toby;Cirel;Am/reserve;33.0;BMW M4 GT3 2022;26.0;31.0;31.46;32.225;50.415;01:54.350;114350.0;01:54.100;59:04.850;2025-04-27;M2535459005860319;Paul Ricard;
0.0;Nick;Efdee;Pro;23.0;Ferrari 296 GT3;32.0;31.0;31.644;31.8;50.532;01:54.477;114477.0;01:53.976;59:08.787;2025-04-27;M2533274876472342;Paul Ricard;
0.0;Luke;Lodge;Unknown;69.0;Mercedes AMG GT3 2020;25.0;31.0;31.584;31.956;50.565;01:54.303;114303.0;01:54.105;59:03.393;2025-04-27;M2535460166046909;Paul Ricard;
0.0;Andrew;Mcvittie;Pro;116.0;Aston Martin Vantage V8 2019;20.0;31.0;31.852;32.107;50.495;01:54.552;114552.0;01:54.454;59:11.112;2025-04-27;M2533274896948119;Paul Ricard;
0.0;Linden;Hill;Silver;16.0;Bentley Continental GT3 2018;8.0;31.0;31.942;31.882;50.987;01:55.052;115052.0;01:54.811;59:26.612;2025-04-27;M2533274805889819;Paul Ricard;
0.0;Sean;Briggs;Pro;88.0;Mercedes AMG GT3 2020;25.0;31.0;31.927;32.217;51.05;01:55.630;115630.0;01:55.194;59:44.530;2025-04-27;M2535426324983035;Paul Ricard;
0.0;Dylan;Illidge;Am/reserve;550.0;BMW M4 GT3 2022;26.0;31.0;31.972;32.095;51.302;01:55.722;115722.0;01:55.369;59:47.382;2025-04-27;M2535428245246604;Paul Ricard;
0.0;Tony;Richmond;Am/reserve;747.0;Audi R8 LMS Evo 2;31.0;31.0;31.94;32.18;51.112;01:55.350;115350.0;01:55.232;59:35.850;2025-04-27;M2535463400577494;Paul Ricard;
0.0;Richard;Huxley;Am/reserve;89.0;Ferrari 296 GT3;32.0;31.0;32.169;31.983;51.261;01:55.608;115608.0;01:55.413;59:43.848;2025-04-27;M2535454029768367;Paul Ricard;
0.0;Rene;Barkowski;Unknown;223.0;Ferrari 296 GT3;32.0;31.0;32.08;32.047;51.067;01:55.545;115545.0;01:55.194;59:41.895;2025-04-27;P714091755448266866;Paul Ricard;
0.0;Zack;Gross;Am/reserve;992.0;Porsche 992 GT3 R;34.0;31.0;32.184;31.929;51.069;01:55.938;115938.0;01:55.182;59:54.078;2025-04-27;M2535430534227760;Paul Ricard;
0.0;Zoltán;Keszeli;Unknown;25.0;McLaren 720S GT3 Evo;35.0;31.0;31.59;32.075;50.572;01:54.875;114875.0;01:54.237;59:21.125;2025-04-27;M2535441603635242;Paul Ricard;
0.0;Sam;Bromhead;Am/reserve;36.0;McLaren 720S GT3 Evo;35.0;31.0;32.045;32.23;51.16;01:55.685;115685.0;01:55.435;59:46.235;2025-04-27;M2535468358420160;Paul Ricard;
0.0;Dustin;Hatcher;Am/reserve;777.0;Ferrari 296 GT3;32.0;31.0;32.04;32.082;50.982;01:55.770;115770.0;01:55.104;59:48.870;2025-04-27;M2533274853814129;Paul Ricard;
0.0;John;Guise;Pro;10.0;Mercedes AMG GT3 2020;25.0;31.0;32.04;32.145;51.36;01:55.758;115758.0;01:55.545;59:48.498;2025-04-27;M2533274803882798;Paul Ricard;
0.0;Graham;Kennedy;Pro;11.0;McLaren 720S GT3 Evo;35.0;31.0;32.067;31.99;51.305;01:55.805;115805.0;01:55.362;59:49.955;2025-04-27;M2533274817811996;Paul Ricard;
0.0;Rui;Pedro;Am/reserve;1.0;Nissan GT-R Nismo GT3 2018;6.0;31.0;32.53;32.092;51.332;01:56.655;116655.0;01:55.954;60:16.305;2025-04-27;M2535407791780515;Paul Ricard;
0.0;Matt;Keen;Silver;92.0;Porsche 992 GT3 R;34.0;31.0;32.212;32.402;50.942;01:56.100;116100.0;01:55.556;59:59.100;2025-04-27;M2533274934545075;Paul Ricard;
0.0;Ben;Jones;Pro;80.0;BMW M4 GT3 2022;26.0;31.0;32.07;32.335;51.132;01:55.600;115600.0;01:55.537;59:43.600;2025-04-27;M2562092466593675;Paul Ricard;
0.0;Adam;Lovell;Am/reserve;260.0;Ford Mustang GT3;36.0;31.0;32.361;31.809;52.098;01:56.331;116331.0;01:56.268;60:06.261;2025-04-27;M2535468859834853;Paul Ricard;
0.0;Rey;Sabio Jr;Silver;144.0;Ferrari 296 GT3;32.0;31.0;32.22;32.127;51.51;01:56.544;116544.0;01:55.857;60:12.864;2025-04-27;M2535464171877570;Paul Ricard;
0.0;Mark;Stapely;Silver;142.0;McLaren 720S GT3 Evo;35.0;30.0;32.327;32.325;51.322;01:56.290;116290.0;01:55.974;58:08.700;2025-04-27;M2533274804293173;Paul Ricard;
0.0;James;Roche;Am/reserve;87.0;Aston Martin Vantage V8 2019;20.0;30.0;32.274;32.343;51.498;01:56.325;116325.0;01:56.115;58:09.750;2025-04-27;M2535428335198107;Paul Ricard;
0.0;Ricardo;Garcia;Am/reserve;46.0;Ferrari 296 GT3;32.0;30.0;31.847;32.14;51.137;01:55.352;115352.0;01:55.124;57:40.560;2025-04-27;M2533274823895089;Paul Ricard;
0.0;Craig;Barfield;Am/reserve;202.0;BMW M4 GT3 2022;26.0;30.0;32.152;32.65;51.58;01:57.005;117005.0;01:56.382;58:30.150;2025-04-27;P6555717445734582767;Paul Ricard;
0.0;Jesper;Beiboer;Am/reserve;15.0;Ferrari 296 GT3;32.0;30.0;31.875;32.109;51.03;01:55.374;115374.0;01:55.014;57:41.220;2025-04-27;M2535465743812802;Paul Ricard;
0.0;Lee;Hallam;Am/reserve;240.0;Ferrari 296 GT3;32.0;30.0;32.619;32.46;52.476;01:58.101;118101.0;01:57.555;59:03.030;2025-04-27;M2535429463915836;Paul Ricard;
0.0;Gareth;Johnstone;Am/reserve;420.0;Honda NSX Evo 2019;21.0;30.0;33.327;32.61;52.785;01:59.004;119004.0;01:58.722;59:30.120;2025-04-27;M2535421862963748;Paul Ricard;
0.0;Benjamin;Matthew;Unknown;42.0;Ferrari 296 GT3;32.0;30.0;31.848;32.238;51.066;01:55.545;115545.0;01:55.152;57:46.350;2025-04-27;M2535456990131789;Paul Ricard;
0.0;Joshey;Amaral;Am/reserve;206.0;McLaren 720S GT3 Evo;35.0;29.0;32.485;32.475;52.482;01:58.550;118550.0;01:57.442;57:17.950;2025-04-27;M2535471399818041;Paul Ricard;
0.0;Mark;Browning;Pro;55.0;Ferrari 296 GT3;32.0;29.0;32.477;32.075;51.455;01:56.307;116307.0;01:56.007;56:12.903;2025-04-27;M2533274796566438;Paul Ricard;
0.0;Gerwin;Aarns;Unknown;66.0;McLaren 720S GT3 Evo;35.0;26.0;33.085;32.672;53.42;01:59.722;119722.0;01:59.177;51:52.772;2025-04-27;M2533274851017524;Paul Ricard;
0.0;Rob;Sexton;Pro;13.0;BMW M4 GT3 2022;26.0;26.0;32.192;32.142;51.382;01:55.827;115827.0;01:55.716;50:11.502;2025-04-27;M2533274809212122;Paul Ricard;
0.0;Daniel;Cook;Unknown;26.0;Ferrari 296 GT3;32.0;19.0;32.77;32.445;51.465;01:57.122;117122.0;01:56.680;37:05.318;2025-04-27;M2533274857411224;Paul Ricard;
0.0;Jordan;Navarro;Am/reserve;51.0;Ferrari 296 GT3;32.0;7.0;32.226;32.103;51.405;01:56.019;116019.0;01:55.734;13:32.133;2025-04-27;M2535450702745500;Paul Ricard;
0.0;jason;Macdonald;Silver;40.0;BMW M4 GT3 2022;26.0;3.0;32.792;32.285;52.502;01:57.580;117580.0;01:57.579;05:52.740;2025-04-27;M2533274809536861;Paul Ricard;
0.0;Z;Keszeli;Unknown;25.0;McLaren 720S GT3 Evo;35.0;38.0;23.565;41.027;29.015;01:33.835;93835.0;01:33.607;59:25.730;2025-07-13;M2535441603635242;Red Bull Ring;
0.0;Ben;Jones;Pro;80.0;BMW M4 GT3 2022;26.0;38.0;23.542;41.032;29.32;01:34.090;94090.0;01:33.894;59:35.420;2025-07-13;M2562092466593675;Red Bull Ring;
0.0;Nick;Efdee;Pro;23.0;Ferrari 296 GT3;32.0;38.0;23.535;41.148;29.226;01:34.065;94065.0;01:33.909;59:34.470;2025-07-13;M2533274876472342;Red Bull Ring;
0.0;Zack;Gross;Am/reserve;27.0;Porsche 992 GT3 R;34.0;38.0;23.538;40.854;29.106;01:33.639;93639.0;01:33.498;59:18.282;2025-07-13;M2535430534227760;Red Bull Ring;
0.0;Benjamin;Matthew;Unknown;42.0;Ferrari 296 GT3;32.0;38.0;23.4;41.112;29.145;01:33.801;93801.0;01:33.657;59:24.438;2025-07-13;M2535456990131789;Red Bull Ring;
0.0;Jesper;Beiboer;Am/reserve;15.0;Ferrari 296 GT3;32.0;38.0;23.742;41.292;29.16;01:34.557;94557.0;01:34.194;59:53.166;2025-07-13;M2535465743812802;Red Bull Ring;
0.0;Sean;Briggs;Pro;88.0;Mercedes AMG GT3 2020;25.0;38.0;23.512;41.237;29.715;01:34.772;94772.0;01:34.464;60:01.336;2025-07-13;M2535426324983035;Red Bull Ring;
0.0;Richard;Huxley;Am/reserve;89.0;Ferrari 296 GT3;32.0;38.0;23.61;41.313;29.469;01:34.503;94503.0;01:34.392;59:51.114;2025-07-13;M2535454029768367;Red Bull Ring;
0.0;;BoA KoolAid;Pro;20.0;Ford Mustang GT3;36.0;38.0;23.646;41.898;29.457;01:35.199;95199.0;01:35.001;60:17.562;2025-07-13;M2533274804593068;Red Bull Ring;
0.0;Adam;Lovell;Am/reserve;260.0;Ford Mustang GT3;36.0;38.0;23.532;41.619;29.706;01:35.073;95073.0;01:34.857;60:12.774;2025-07-13;M2535468859834853;Red Bull Ring;
0.0;Graham;Kennedy;Pro;11.0;McLaren 720S GT3 Evo;35.0;38.0;23.815;41.595;29.97;01:35.692;95692.0;01:35.380;60:36.296;2025-07-13;M2533274817811996;Red Bull Ring;
0.0;Rob;Sexton;Pro;13.0;BMW M4 GT3 2022;26.0;37.0;23.785;41.635;29.935;01:35.552;95552.0;01:35.355;58:55.424;2025-07-13;M2533274809212122;Red Bull Ring;
0.0;John;Guise;Pro;10.0;Mercedes AMG GT3 2020;25.0;37.0;23.865;42.081;29.967;01:36.534;96534.0;01:35.913;59:31.758;2025-07-13;M2533274803882798;Red Bull Ring;
0.0;Roy;Briggs;Pro;52.0;Ferrari 296 GT3;32.0;37.0;23.835;41.394;29.634;01:35.076;95076.0;01:34.863;58:37.812;2025-07-13;M2533274963284096;Red Bull Ring;
0.0;Craig;Barfield;Am/reserve;202.0;BMW M4 GT3 2022;26.0;36.0;24.127;42.375;30.505;01:37.677;97677.0;01:37.007;58:36.372;2025-07-13;P6555717445734582767;Red Bull Ring;
0.0;James;Roche;Am/reserve;87.0;Aston Martin Vantage V8 2019;20.0;35.0;23.946;42.759;30.396;01:37.626;97626.0;01:37.101;56:56.910;2025-07-13;M2535428335198107;Red Bull Ring;
0.0;Linden;Hill;Silver;16.0;Bentley Continental GT3 2018;8.0;19.0;23.46;41.01;29.152;01:33.892;93892.0;01:33.622;29:43.948;2025-07-13;M2533274805889819;Red Bull Ring;
0.0;Rey;Sabio Jr;Silver;144.0;Ferrari 296 GT3;32.0;19.0;23.865;41.88;30.213;01:36.090;96090.0;01:35.958;30:25.710;2025-07-13;M2535464171877570;Red Bull Ring;
0.0;;FebrePT;Am/reserve;51.0;Ferrari 296 GT3;32.0;18.0;24.0;41.555;29.957;01:35.715;95715.0;01:35.512;28:42.870;2025-07-13;M2535432740391477;Red Bull Ring;
0.0;Mark;Stapely;Silver;142.0;McLaren 720S GT3 Evo;35.0;9.0;23.897;41.677;30.047;01:36.070;96070.0;01:35.621;14:24.630;2025-07-13;M2533274804293173;Red Bull Ring;
0.0;Andrew;Mcvittie;Pro;116.0;Aston Martin Vantage V8 2019;20.0;8.0;23.567;41.357;29.55;01:34.600;94600.0;01:34.474;12:36.800;2025-07-13;M2533274896948119;Red Bull Ring;
0.0;;AMS DR1VE;Am/reserve;33.0;Ginetta G55 GT4;56.0;21.0;36.75;41.237;37.797;01:55.917;115917.0;01:55.784;40:34.257;2025-05-14;M2535459005860319;Snetterton;
0.0;;BadBen80;Pro;80.0;Ginetta G55 GT4;56.0;21.0;36.895;41.542;37.965;01:56.502;116502.0;01:56.402;40:46.542;2025-05-14;M2562092466593675;Snetterton;
0.0;;EQR Apex;Unknown;53.0;Ginetta G55 GT4;56.0;21.0;36.921;41.244;37.971;01:56.277;116277.0;01:56.136;40:41.817;2025-05-14;M2535440311354763;Snetterton;
0.0;;Tos F;Unknown;747.0;Ginetta G55 GT4;56.0;21.0;36.94;41.56;37.947;01:56.710;116710.0;01:56.447;40:50.910;2025-05-14;M2533274825104371;Snetterton;
0.0;;Imagine Sphax;Pro;24.0;Ginetta G55 GT4;56.0;21.0;37.305;41.679;38.142;01:57.384;117384.0;01:57.126;41:05.064;2025-05-14;M2533274876472342;Snetterton;
0.0;;dmoney69812;Am/reserve;15.0;Ginetta G55 GT4;56.0;21.0;37.02;41.607;38.499;01:57.663;117663.0;01:57.126;41:10.923;2025-05-14;M2533274853814129;Snetterton;
0.0;;bmatthew717;Unknown;42.0;Ginetta G55 GT4;56.0;21.0;37.044;41.544;38.082;01:57.039;117039.0;01:56.670;40:57.819;2025-05-14;M2535456990131789;Snetterton;
0.0;;Racingrich#2732;Am/reserve;89.0;Ginetta G55 GT4;56.0;21.0;37.107;41.898;38.454;01:57.906;117906.0;01:57.459;41:16.026;2025-05-14;M2535454029768367;Snetterton;
0.0;;T1GZ81Honda;Am/reserve;23.0;Ginetta G55 GT4;56.0;21.0;37.251;42.216;39.024;01:59.094;119094.0;01:58.491;41:40.974;2025-05-14;M2535421862963748;Snetterton;
0.0;;KingWise76;Silver;144.0;Ginetta G55 GT4;56.0;21.0;37.515;41.862;38.619;01:58.506;118506.0;01:57.996;41:28.626;2025-05-14;M2535464171877570;Snetterton;
0.0;;J0N G10;Pro;10.0;Ginetta G55 GT4;56.0;21.0;37.314;41.943;38.373;01:57.780;117780.0;01:57.630;41:13.380;2025-05-14;M2533274803882798;Snetterton;
0.0;;Thebadden#6350;Am/reserve;260.0;Ginetta G55 GT4;56.0;21.0;37.302;41.781;38.841;01:58.701;118701.0;01:57.924;41:32.721;2025-05-14;M2535468859834853;Snetterton;
0.0;;draco#4301;Unknown;425.0;Ginetta G55 GT4;56.0;20.0;37.866;42.228;39.363;01:59.457;119457.0;01:59.457;39:49.140;2025-05-14;M2535417491686551;Snetterton;
0.0;;BoAPrawnStar;Pro;88.0;Ginetta G55 GT4;56.0;11.0;37.247;41.72;38.572;01:57.982;117982.0;01:57.539;21:37.802;2025-05-14;M2535426324983035;Snetterton;
0.0;;Dr Flexi Jerkov;Silver;16.0;Ginetta G55 GT4;56.0;7.0;36.982;41.495;37.975;01:56.630;116630.0;01:56.452;13:36.410;2025-05-14;M2533274805889819;Snetterton;
0.0;;BadBen80;Pro;80.0;Ginetta G55 GT4;56.0;12.0;36.46;37.542;25.752;01:39.982;99982.0;01:39.754;19:59.784;2025-06-18;M2562092466593675;Valencia;
